Entity,Code,Year,Fossil fuels
Algeria,DZA,2001,99.938675
Algeria,DZA,2002,99.95149
Algeria,DZA,2003,99.78566
Algeria,DZA,2004,99.805504
Algeria,DZA,2005,99.59234
Algeria,DZA,2006,99.84656
Algeria,DZA,2007,99.84959
Algeria,DZA,2008,99.823685
Algeria,DZA,2009,99.799995
Algeria,DZA,2010,99.89197
Algeria,DZA,2011,99.77904
Algeria,DZA,2012,99.78892
Algeria,DZA,2013,99.939224
Algeria,DZA,2014,99.889626
Algeria,DZA,2015,99.90898
Algeria,DZA,2016,99.86314
Algeria,DZA,2017,99.76792
Algeria,DZA,2018,99.72877
Algeria,DZA,2019,99.72296
Algeria,DZA,2020,99.7175
Algeria,DZA,2021,99.761955
Algeria,DZA,2022,99.77209
Algeria,DZA,2023,99.77333
Algeria,DZA,2024,99.758316
Argentina,ARG,1965,98.96344
Argentina,ARG,1966,98.98303
Argentina,ARG,1967,98.98805
Argentina,ARG,1968,98.84623
Argentina,ARG,1969,98.99877
Argentina,ARG,1970,98.72563
Argentina,ARG,1971,98.803825
Argentina,ARG,1972,98.836525
Argentina,ARG,1973,97.84965
Argentina,ARG,1974,95.88092
Argentina,ARG,1975,94.61461
Argentina,ARG,1976,94.95675
Argentina,ARG,1977,95.2839
Argentina,ARG,1978,93.28036
Argentina,ARG,1979,92.109375
Argentina,ARG,1980,89.612
Argentina,ARG,1981,89.281044
Argentina,ARG,1982,88.34876
Argentina,ARG,1983,87.461845
Argentina,ARG,1984,85.98551
Argentina,ARG,1985,84.69801
Argentina,ARG,1986,85.23136
Argentina,ARG,1987,85.01768
Argentina,ARG,1988,89.062416
Argentina,ARG,1989,90.189445
Argentina,ARG,1990,86.3053
Argentina,ARG,1991,87.27997
Argentina,ARG,1992,86.82558
Argentina,ARG,1993,84.697685
Argentina,ARG,1994,83.66083
Argentina,ARG,1995,85.03193
Argentina,ARG,1996,87.188736
Argentina,ARG,1997,84.88568
Argentina,ARG,1998,86.21534
Argentina,ARG,1999,88.57924
Argentina,ARG,2000,85.9855
Argentina,ARG,2001,82.09812
Argentina,ARG,2002,82.21667
Argentina,ARG,2003,83.43451
Argentina,ARG,2004,85.67437
Argentina,ARG,2005,85.62937
Argentina,ARG,2006,84.831955
Argentina,ARG,2007,87.74141
Argentina,ARG,2008,87.89398
Argentina,ARG,2009,86.26726
Argentina,ARG,2010,86.76468
Argentina,ARG,2011,87.749054
Argentina,ARG,2012,88.54119
Argentina,ARG,2013,88.28383
Argentina,ARG,2014,88.18255
Argentina,ARG,2015,87.95014
Argentina,ARG,2016,88.33234
Argentina,ARG,2017,88.01941
Argentina,ARG,2018,87.432335
Argentina,ARG,2019,86.31107
Argentina,ARG,2020,85.28541
Argentina,ARG,2021,86.39404
Argentina,ARG,2022,86.145645
Argentina,ARG,2023,83.7046
Argentina,ARG,2024,82.58321
Asia,OWID_ASI,1965,92.56666
Asia,OWID_ASI,1966,92.900276
Asia,OWID_ASI,1967,93.61856
Asia,OWID_ASI,1968,93.38662
Asia,OWID_ASI,1969,93.99081
Asia,OWID_ASI,1970,94.47065
Asia,OWID_ASI,1971,94.374306
Asia,OWID_ASI,1972,94.53783
Asia,OWID_ASI,1973,95.237625
Asia,OWID_ASI,1974,94.45717
Asia,OWID_ASI,1975,94.206245
Asia,OWID_ASI,1976,94.182396
Asia,OWID_ASI,1977,94.66674
Asia,OWID_ASI,1978,94.090935
Asia,OWID_ASI,1979,93.69964
Asia,OWID_ASI,1980,93.05473
Asia,OWID_ASI,1981,92.64694
Asia,OWID_ASI,1982,92.36938
Asia,OWID_ASI,1983,92.10903
Asia,OWID_ASI,1984,92.0803
Asia,OWID_ASI,1985,91.93656
Asia,OWID_ASI,1986,92.02537
Asia,OWID_ASI,1987,91.79993
Asia,OWID_ASI,1988,91.850876
Asia,OWID_ASI,1989,91.956894
Asia,OWID_ASI,1990,91.8314
Asia,OWID_ASI,1991,91.89436
Asia,OWID_ASI,1992,92.12354
Asia,OWID_ASI,1993,91.63551
Asia,OWID_ASI,1994,91.8297
Asia,OWID_ASI,1995,91.41957
Asia,OWID_ASI,1996,91.6174
Asia,OWID_ASI,1997,91.60934
Asia,OWID_ASI,1998,91.19234
Asia,OWID_ASI,1999,91.48284
Asia,OWID_ASI,2000,91.55727
Asia,OWID_ASI,2001,91.486916
Asia,OWID_ASI,2002,91.69301
Asia,OWID_ASI,2003,92.5112
Asia,OWID_ASI,2004,92.10365
Asia,OWID_ASI,2005,92.39569
Asia,OWID_ASI,2006,92.30795
Asia,OWID_ASI,2007,92.62054
Asia,OWID_ASI,2008,92.30243
Asia,OWID_ASI,2009,92.39726
Asia,OWID_ASI,2010,91.99397
Asia,OWID_ASI,2011,92.57003
Asia,OWID_ASI,2012,92.59511
Asia,OWID_ASI,2013,92.1515
Asia,OWID_ASI,2014,91.54563
Asia,OWID_ASI,2015,91.09674
Asia,OWID_ASI,2016,90.484146
Asia,OWID_ASI,2017,90.042435
Asia,OWID_ASI,2018,89.42486
Asia,OWID_ASI,2019,88.5992
Asia,OWID_ASI,2020,87.83646
Asia,OWID_ASI,2021,87.29019
Asia,OWID_ASI,2022,86.515114
Asia,OWID_ASI,2023,86.21712
Asia,OWID_ASI,2024,84.988785
Asia Pacific (EI),,1965,91.60082
Asia Pacific (EI),,1966,92.012344
Asia Pacific (EI),,1967,92.76996
Asia Pacific (EI),,1968,92.56925
Asia Pacific (EI),,1969,93.2681
Asia Pacific (EI),,1970,93.764824
Asia Pacific (EI),,1971,93.600815
Asia Pacific (EI),,1972,93.808
Asia Pacific (EI),,1973,94.49563
Asia Pacific (EI),,1974,93.67088
Asia Pacific (EI),,1975,93.46276
Asia Pacific (EI),,1976,93.53824
Asia Pacific (EI),,1977,94.072975
Asia Pacific (EI),,1978,93.50333
Asia Pacific (EI),,1979,93.00657
Asia Pacific (EI),,1980,92.365875
Asia Pacific (EI),,1981,91.898766
Asia Pacific (EI),,1982,91.588486
Asia Pacific (EI),,1983,91.16911
Asia Pacific (EI),,1984,91.078995
Asia Pacific (EI),,1985,90.56391
Asia Pacific (EI),,1986,90.51508
Asia Pacific (EI),,1987,90.46276
Asia Pacific (EI),,1988,90.787796
Asia Pacific (EI),,1989,90.65191
Asia Pacific (EI),,1990,90.61714
Asia Pacific (EI),,1991,90.66787
Asia Pacific (EI),,1992,91.08303
Asia Pacific (EI),,1993,90.70512
Asia Pacific (EI),,1994,90.85003
Asia Pacific (EI),,1995,90.3963
Asia Pacific (EI),,1996,90.7194
Asia Pacific (EI),,1997,90.658485
Asia Pacific (EI),,1998,90.14179
Asia Pacific (EI),,1999,90.43722
Asia Pacific (EI),,2000,90.44857
Asia Pacific (EI),,2001,90.30959
Asia Pacific (EI),,2002,90.62403
Asia Pacific (EI),,2003,91.66373
Asia Pacific (EI),,2004,91.22915
Asia Pacific (EI),,2005,91.53907
Asia Pacific (EI),,2006,91.45057
Asia Pacific (EI),,2007,91.75299
Asia Pacific (EI),,2008,91.220436
Asia Pacific (EI),,2009,91.33146
Asia Pacific (EI),,2010,90.94284
Asia Pacific (EI),,2011,91.56533
Asia Pacific (EI),,2012,91.6207
Asia Pacific (EI),,2013,91.11231
Asia Pacific (EI),,2014,90.2827
Asia Pacific (EI),,2015,89.83392
Asia Pacific (EI),,2016,89.1001
Asia Pacific (EI),,2017,88.604614
Asia Pacific (EI),,2018,87.89264
Asia Pacific (EI),,2019,87.16702
Asia Pacific (EI),,2020,86.21445
Asia Pacific (EI),,2021,85.49911
Asia Pacific (EI),,2022,84.637665
Asia Pacific (EI),,2023,84.409744
Asia Pacific (EI),,2024,83.096115
Australia,AUS,1965,94.74849
Australia,AUS,1966,95.21313
Australia,AUS,1967,95.32903
Australia,AUS,1968,95.4091
Australia,AUS,1969,95.20005
Australia,AUS,1970,94.88483
Australia,AUS,1971,94.50554
Australia,AUS,1972,94.71679
Australia,AUS,1973,94.72614
Australia,AUS,1974,94.378334
Australia,AUS,1975,94.05392
Australia,AUS,1976,94.53078
Australia,AUS,1977,95.027176
Australia,AUS,1978,94.801834
Australia,AUS,1979,95.126015
Australia,AUS,1980,95.4134
Australia,AUS,1981,95.348885
Australia,AUS,1982,95.62461
Australia,AUS,1983,95.827385
Australia,AUS,1984,95.64554
Australia,AUS,1985,95.50792
Australia,AUS,1986,95.560005
Australia,AUS,1987,95.79871
Australia,AUS,1988,95.69813
Australia,AUS,1989,95.89868
Australia,AUS,1990,95.86296
Australia,AUS,1991,95.60598
Australia,AUS,1992,95.61148
Australia,AUS,1993,95.59305
Australia,AUS,1994,95.80429
Australia,AUS,1995,95.998276
Australia,AUS,1996,96.000244
Australia,AUS,1997,96.085655
Australia,AUS,1998,96.187096
Australia,AUS,1999,96.21422
Australia,AUS,2000,96.23549
Australia,AUS,2001,96.344635
Australia,AUS,2002,96.28915
Australia,AUS,2003,96.20349
Australia,AUS,2004,96.17094
Australia,AUS,2005,95.9049
Australia,AUS,2006,95.97647
Australia,AUS,2007,96.21353
Australia,AUS,2008,96.50087
Australia,AUS,2009,96.277824
Australia,AUS,2010,95.91235
Australia,AUS,2011,94.60804
Australia,AUS,2012,94.60008
Australia,AUS,2013,93.82731
Australia,AUS,2014,94.33728
Australia,AUS,2015,94.04469
Australia,AUS,2016,93.214905
Australia,AUS,2017,93.62653
Australia,AUS,2018,92.15236
Australia,AUS,2019,91.59279
Australia,AUS,2020,89.70777
Australia,AUS,2021,87.717415
Australia,AUS,2022,86.752975
Australia,AUS,2023,85.67655
Australia,AUS,2024,85.26679
Austria,AUT,1965,76.06047
Austria,AUT,1966,75.33968
Austria,AUT,1967,75.0694
Austria,AUT,1968,76.05779
Austria,AUT,1969,78.78829
Austria,AUT,1970,76.37633
Austria,AUT,1971,81.316216
Austria,AUT,1972,81.439514
Austria,AUT,1973,80.81082
Austria,AUT,1974,77.37853
Austria,AUT,1975,76.120674
Austria,AUT,1976,80.109665
Austria,AUT,1977,75.89104
Austria,AUT,1978,76.8851
Austria,AUT,1979,75.39372
Austria,AUT,1980,74.38332
Austria,AUT,1981,71.996994
Austria,AUT,1982,70.98462
Austria,AUT,1983,71.1815
Austria,AUT,1984,74.51551
Austria,AUT,1985,71.49364
Austria,AUT,1986,71.08595
Austria,AUT,1987,69.13137
Austria,AUT,1988,68.60001
Austria,AUT,1989,68.915924
Austria,AUT,1990,72.23556
Austria,AUT,1991,73.47161
Austria,AUT,1992,70.17211
Austria,AUT,1993,69.28159
Austria,AUT,1994,69.97228
Austria,AUT,1995,69.85983
Austria,AUT,1996,72.92553
Austria,AUT,1997,71.735954
Austria,AUT,1998,71.468346
Austria,AUT,1999,69.332436
Austria,AUT,2000,68.73231
Austria,AUT,2001,70.58858
Austria,AUT,2002,71.07691
Austria,AUT,2003,75.879486
Austria,AUT,2004,73.88083
Austria,AUT,2005,73.68339
Austria,AUT,2006,73.010216
Austria,AUT,2007,70.905914
Austria,AUT,2008,70.42299
Austria,AUT,2009,67.4524
Austria,AUT,2010,69.88689
Austria,AUT,2011,70.84181
Austria,AUT,2012,65.501755
Austria,AUT,2013,65.97646
Austria,AUT,2014,64.98331
Austria,AUT,2015,66.94842
Austria,AUT,2016,65.973564
Austria,AUT,2017,66.787315
Austria,AUT,2018,66.860794
Austria,AUT,2019,65.81051
Austria,AUT,2020,63.120064
Austria,AUT,2021,65.36188
Austria,AUT,2022,64.86591
Austria,AUT,2023,59.977875
Austria,AUT,2024,56.652645
Azerbaijan,AZE,1985,98.446625
Azerbaijan,AZE,1986,99.115814
Azerbaijan,AZE,1987,99.08761
Azerbaijan,AZE,1988,99.20857
Azerbaijan,AZE,1989,99.22392
Azerbaijan,AZE,1990,98.23036
Azerbaijan,AZE,1991,98.0455
Azerbaijan,AZE,1992,97.73281
Azerbaijan,AZE,1993,96.368065
Azerbaijan,AZE,1994,97.01922
Azerbaijan,AZE,1995,97.30483
Azerbaijan,AZE,1996,96.75242
Azerbaijan,AZE,1997,96.22118
Azerbaijan,AZE,1998,95.708916
Azerbaijan,AZE,1999,96.68209
Azerbaijan,AZE,2000,96.7665
Azerbaijan,AZE,2001,97.17013
Azerbaijan,AZE,2002,95.58133
Azerbaijan,AZE,2003,95.03677
Azerbaijan,AZE,2004,95.1337
Azerbaijan,AZE,2005,95.13572
Azerbaijan,AZE,2006,95.8862
Azerbaijan,AZE,2007,95.827255
Azerbaijan,AZE,2008,96.09421
Azerbaijan,AZE,2009,95.32725
Azerbaijan,AZE,2010,92.97916
Azerbaijan,AZE,2011,95.22876
Azerbaijan,AZE,2012,96.86677
Azerbaijan,AZE,2013,97.38764
Azerbaijan,AZE,2014,97.71226
Azerbaijan,AZE,2015,97.404366
Azerbaijan,AZE,2016,96.855255
Azerbaijan,AZE,2017,97.13163
Azerbaijan,AZE,2018,97.18255
Azerbaijan,AZE,2019,97.54879
Azerbaijan,AZE,2020,98.20956
Azerbaijan,AZE,2021,98.069664
Azerbaijan,AZE,2022,97.81175
Azerbaijan,AZE,2023,97.70576
Azerbaijan,AZE,2024,95.69686
Bangladesh,BGD,1971,96.36566
Bangladesh,BGD,1972,96.793304
Bangladesh,BGD,1973,95.2657
Bangladesh,BGD,1974,96.7396
Bangladesh,BGD,1975,94.30145
Bangladesh,BGD,1976,94.46784
Bangladesh,BGD,1977,95.21335
Bangladesh,BGD,1978,94.781334
Bangladesh,BGD,1979,94.50801
Bangladesh,BGD,1980,95.32573
Bangladesh,BGD,1981,95.27302
Bangladesh,BGD,1982,96.41711
Bangladesh,BGD,1983,95.41099
Bangladesh,BGD,1984,94.24315
Bangladesh,BGD,1985,95.73596
Bangladesh,BGD,1986,97.61705
Bangladesh,BGD,1987,97.519325
Bangladesh,BGD,1988,97.09101
Bangladesh,BGD,1989,96.32026
Bangladesh,BGD,1990,96.66808
Bangladesh,BGD,1991,96.72626
Bangladesh,BGD,1992,97.14945
Bangladesh,BGD,1993,98.02068
Bangladesh,BGD,1994,97.401344
Bangladesh,BGD,1995,99.034645
Bangladesh,BGD,1996,98.168304
Bangladesh,BGD,1997,98.304016
Bangladesh,BGD,1998,98.08398
Bangladesh,BGD,1999,98.17568
Bangladesh,BGD,2000,98.375175
Bangladesh,BGD,2001,98.16938
Bangladesh,BGD,2002,98.546425
Bangladesh,BGD,2003,98.64737
Bangladesh,BGD,2004,98.76743
Bangladesh,BGD,2005,98.87702
Bangladesh,BGD,2006,98.949165
Bangladesh,BGD,2007,98.963165
Bangladesh,BGD,2008,98.775795
Bangladesh,BGD,2009,99.48683
Bangladesh,BGD,2010,99.16577
Bangladesh,BGD,2011,99.0047
Bangladesh,BGD,2012,99.153984
Bangladesh,BGD,2013,99.187195
Bangladesh,BGD,2014,99.313934
Bangladesh,BGD,2015,99.206825
Bangladesh,BGD,2016,99.25973
Bangladesh,BGD,2017,99.14312
Bangladesh,BGD,2018,99.291885
Bangladesh,BGD,2019,99.360435
Bangladesh,BGD,2020,99.3471
Bangladesh,BGD,2021,99.32942
Bangladesh,BGD,2022,99.307335
Bangladesh,BGD,2023,99.21001
Bangladesh,BGD,2024,98.90468
Belarus,BLR,1985,99.98638
Belarus,BLR,1986,99.988075
Belarus,BLR,1987,99.98824
Belarus,BLR,1988,99.98841
Belarus,BLR,1989,99.988014
Belarus,BLR,1990,99.988075
Belarus,BLR,1991,99.98924
Belarus,BLR,1992,99.98834
Belarus,BLR,1993,99.98438
Belarus,BLR,1994,99.9813
Belarus,BLR,1995,99.97784
Belarus,BLR,1996,99.98271
Belarus,BLR,1997,99.97757
Belarus,BLR,1998,99.96942
Belarus,BLR,1999,99.97867
Belarus,BLR,2000,99.97059
Belarus,BLR,2001,99.96657
Belarus,BLR,2002,99.969025
Belarus,BLR,2003,99.970024
Belarus,BLR,2004,99.96767
Belarus,BLR,2005,99.96499
Belarus,BLR,2006,99.96607
Belarus,BLR,2007,99.95267
Belarus,BLR,2008,99.90259
Belarus,BLR,2009,99.80721
Belarus,BLR,2010,99.74759
Belarus,BLR,2011,99.75566
Belarus,BLR,2012,99.742615
Belarus,BLR,2013,99.69478
Belarus,BLR,2014,99.70474
Belarus,BLR,2015,99.65444
Belarus,BLR,2016,99.59493
Belarus,BLR,2017,99.27384
Belarus,BLR,2018,99.403984
Belarus,BLR,2019,99.27724
Belarus,BLR,2020,98.76523
Belarus,BLR,2021,94.33471
Belarus,BLR,2022,95.05513
Belarus,BLR,2023,89.51943
Belarus,BLR,2024,86.790565
Belgium,BEL,1965,99.81701
Belgium,BEL,1966,99.787025
Belgium,BEL,1967,99.77917
Belgium,BEL,1968,99.81795
Belgium,BEL,1969,99.862946
Belgium,BEL,1970,99.844
Belgium,BEL,1971,99.92968
Belgium,BEL,1972,99.905716
Belgium,BEL,1973,99.816124
Belgium,BEL,1974,99.74301
Belgium,BEL,1975,96.21076
Belgium,BEL,1976,94.834076
Belgium,BEL,1977,93.71481
Belgium,BEL,1978,93.69408
Belgium,BEL,1979,94.357994
Belgium,BEL,1980,93.53106
Belgium,BEL,1981,92.98767
Belgium,BEL,1982,91.324875
Belgium,BEL,1983,86.338165
Belgium,BEL,1984,84.971016
Belgium,BEL,1985,82.0973
Belgium,BEL,1986,80.19807
Belgium,BEL,1987,79.4775
Belgium,BEL,1988,79.35334
Belgium,BEL,1989,80.41428
Belgium,BEL,1990,80.55512
Belgium,BEL,1991,81.15584
Belgium,BEL,1992,80.821625
Belgium,BEL,1993,81.23537
Belgium,BEL,1994,82.67373
Belgium,BEL,1995,82.549164
Belgium,BEL,1996,82.84021
Belgium,BEL,1997,81.42734
Belgium,BEL,1998,82.189316
Belgium,BEL,1999,80.92579
Belgium,BEL,2000,81.51321
Belgium,BEL,2001,82.12499
Belgium,BEL,2002,81.77174
Belgium,BEL,2003,82.513756
Belgium,BEL,2004,82.581566
Belgium,BEL,2005,82.1668
Belgium,BEL,2006,82.3101
Belgium,BEL,2007,81.75734
Belgium,BEL,2008,82.72137
Belgium,BEL,2009,80.11597
Belgium,BEL,2010,80.4738
Belgium,BEL,2011,78.41819
Belgium,BEL,2012,79.76585
Belgium,BEL,2013,79.094955
Belgium,BEL,2014,80.81599
Belgium,BEL,2015,83.34855
Belgium,BEL,2016,78.22945
Belgium,BEL,2017,78.34932
Belgium,BEL,2018,82.72635
Belgium,BEL,2019,77.53992
Belgium,BEL,2020,76.640114
Belgium,BEL,2021,73.881996
Belgium,BEL,2022,73.92169
Belgium,BEL,2023,75.39484
Belgium,BEL,2024,76.64043
Brazil,BRA,1965,73.68148
Brazil,BRA,1966,73.61396
Brazil,BRA,1967,73.35927
Brazil,BRA,1968,75.6154
Brazil,BRA,1969,76.099396
Brazil,BRA,1970,74.77462
Brazil,BRA,1971,74.81594
Brazil,BRA,1972,74.31163
Brazil,BRA,1973,75.38626
Brazil,BRA,1974,74.918365
Brazil,BRA,1975,73.81743
Brazil,BRA,1976,72.65697
Brazil,BRA,1977,70.80578
Brazil,BRA,1978,70.439644
Brazil,BRA,1979,68.629776
Brazil,BRA,1980,66.23431
Brazil,BRA,1981,64.73789
Brazil,BRA,1982,63.324203
Brazil,BRA,1983,60.093956
Brazil,BRA,1984,58.25993
Brazil,BRA,1985,57.454014
Brazil,BRA,1986,58.38913
Brazil,BRA,1987,58.581165
Brazil,BRA,1988,57.64395
Brazil,BRA,1989,56.98562
Brazil,BRA,1990,56.325874
Brazil,BRA,1991,56.045902
Brazil,BRA,1992,55.679447
Brazil,BRA,1993,55.710285
Brazil,BRA,1994,56.05927
Brazil,BRA,1995,56.252117
Brazil,BRA,1996,56.825512
Brazil,BRA,1997,57.43299
Brazil,BRA,1998,57.552605
Brazil,BRA,1999,57.716
Brazil,BRA,2000,58.333527
Brazil,BRA,2001,61.070534
Brazil,BRA,2002,59.53168
Brazil,BRA,2003,57.989372
Brazil,BRA,2004,58.26993
Brazil,BRA,2005,57.67403
Brazil,BRA,2006,57.428024
Brazil,BRA,2007,56.51903
Brazil,BRA,2008,57.326797
Brazil,BRA,2009,54.65283
Brazil,BRA,2010,56.281063
Brazil,BRA,2011,56.3705
Brazil,BRA,2012,58.501488
Brazil,BRA,2013,60.441677
Brazil,BRA,2014,61.31813
Brazil,BRA,2015,60.216824
Brazil,BRA,2016,57.284515
Brazil,BRA,2017,57.551292
Brazil,BRA,2018,54.730865
Brazil,BRA,2019,53.677593
Brazil,BRA,2020,51.846886
Brazil,BRA,2021,55.294044
Brazil,BRA,2022,51.359085
Brazil,BRA,2023,50.108852
Brazil,BRA,2024,49.3782
Bulgaria,BGR,1965,95.353615
Bulgaria,BGR,1966,95.645004
Bulgaria,BGR,1967,96.22987
Bulgaria,BGR,1968,97.825485
Bulgaria,BGR,1969,97.24971
Bulgaria,BGR,1970,97.13945
Bulgaria,BGR,1971,97.22999
Bulgaria,BGR,1972,97.40137
Bulgaria,BGR,1973,96.931
Bulgaria,BGR,1974,96.51274
Bulgaria,BGR,1975,94.74603
Bulgaria,BGR,1976,92.125
Bulgaria,BGR,1977,91.140816
Bulgaria,BGR,1978,91.98777
Bulgaria,BGR,1979,91.69095
Bulgaria,BGR,1980,91.808266
Bulgaria,BGR,1981,89.27346
Bulgaria,BGR,1982,88.65996
Bulgaria,BGR,1983,87.20032
Bulgaria,BGR,1984,86.8589
Bulgaria,BGR,1985,87.28337
Bulgaria,BGR,1986,88.324295
Bulgaria,BGR,1987,87.94784
Bulgaria,BGR,1988,85.340836
Bulgaria,BGR,1989,86.30145
Bulgaria,BGR,1990,85.99682
Bulgaria,BGR,1991,83.58011
Bulgaria,BGR,1992,84.81061
Bulgaria,BGR,1993,83.31934
Bulgaria,BGR,1994,81.69621
Bulgaria,BGR,1995,80.096466
Bulgaria,BGR,1996,78.450554
Bulgaria,BGR,1997,77.7481
Bulgaria,BGR,1998,77.42627
Bulgaria,BGR,1999,76.13005
Bulgaria,BGR,2000,73.21711
Bulgaria,BGR,2001,73.75337
Bulgaria,BGR,2002,71.69579
Bulgaria,BGR,2003,75.317406
Bulgaria,BGR,2004,75.01568
Bulgaria,BGR,2005,73.65435
Bulgaria,BGR,2006,73.44227
Bulgaria,BGR,2007,79.86114
Bulgaria,BGR,2008,78.42923
Bulgaria,BGR,2009,75.19793
Bulgaria,BGR,2010,73.79484
Bulgaria,BGR,2011,76.43208
